"conformsTo","distribution.title","issued","modified","publisher.subOrganizationOf.name","landingPage","title","temporal","publisher.subOrganizationOf.type","publisher.subOrganizationOf.subOrganizationOf.name","distribution.mediaType","systemOfRecords","isPartOf","type","describedBy","distribution.describedBy","description","contactPoint.fn","publisher.type","primaryITInvestmentUII","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.name","publisher.subOrganizationOf.subOrganizationOf.type","contactPoint.type","distribution.conformsTo","accessLevel","distribution.downloadURL","license","rights","spatial","publisher.name","distribution.format","contactPoint.hasEmail","distribution.accessURL","publisher.subOrganizationOf.subOrganizationOf.subOrganizationOf.type","distribution.type","accrualPeriodicity","dataQuality","identifier","keyword","bureauCode","language","programCode",""
,,,"2016-05-02","Department of Health & Human Services",,"National Survey on Drug Use and Health (NSDUH), 2012","2011-12-31T19:00:00-05:00/2012-12-30T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset","http://www.icpsr.umich.edu/icpsrweb/SAMHDA/studies/34933",,"The National Survey on Drug Use and Health (NSDUH) series (formerly titled National Household Survey on Drug Abuse) primarily measures the prevalence and correlates of drug use in the United States. The surveys are designed to provide quarterly, as well as annual, estimates. Information is provided on the use of illicit drugs, alcohol, and tobacco among members of United States households aged 12 and older. Questions included age at first use as well as lifetime, annual, and past-month usage for the following drug classes: marijuana, cocaine (and crack), hallucinogens, heroin, inhalants, alcohol, tobacco, and nonmedical use of prescription drugs, including pain relievers, tranquilizers, stimulants, and sedatives. The survey covered substance abuse treatment history and perceived need for treatment, and included questions from the Diagnostic and Statistical Manual (DSM) of Mental Disorders that allow diagnostic criteria to be applied. The survey included questions concerning treatment for both substance abuse and mental health-related disorders. Respondents were also asked about personal and family income sources and amounts, health care access and coverage, illegal activities and arrest record, problems resulting from the use of drugs, and needle-sharing.
","Center for Behavioral Health Statistics and Quality","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Substance Abuse & Mental Health Services Administration",,"mailto-cbhsqrequest@samhsa.hhs.gov",,,,,,"f6d1a9c7-59a6-4a42-b0bc-f40a23b14592","[""addiction"",""alcohol"",""alcohol abuse"",""alcohol consumption"",""amphetamines"",""barbiturates"",""cocaine"",""controlled drugs"",""crack cocaine"",""demographics"",""depression"",""drinking behavior"",""drug abuse"",""drug dependence"",""drug treatment"",""drug use"",""drugs"",""employment"",""hallucinogens"",""health care"",""heroin"",""households"",""income"",""inhalants"",""marijuana"",""mental health"",""mental health services"",""methamphetamine"",""pain relievers"",""pregnancy"",""prescription drugs"",""sedatives"",""smoking"",""stimulants"",""substance abuse"",""substance abuse treatment"",""tobacco use"",""tranquilizers"",""youths""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-05-02","Department of Health & Human Services",,"National Vaccine Injury Compensation Program (VICP) -Data &amp; Statistics","1987-12-31T19:00:00-05:00/1987-12-31T19:00:00-05:00","org:Organization",,,,,"dcat:Dataset",,,"The VICP website has 3 Tables. The first Table is the ""Statistics Report,"" which details by fiscal year the number of petitions filed, the number of adjudications (Court judgments), and the number and amounts of compensation awards.  The second Table is the ""Claims Filed and Dismissed by Vaccine,"" which details the number and status of claims by vaccine type.  The third Table is the ""Adjudication Categories by Vaccine,"" which details the number of concessions by HRSA, the number of Court Decisions, and the number of settlements for compensated claims, along with the number of dismissals, all by vaccine type.  This Table additionally provides CDC-supplied data on the number of doses distributed in the U.S. by vaccine type.
","HRSA Information Center","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Health Resources and Services Administration",,"mailto-ask@hrsa.gov",,,,"R/P1D",,"1c6c0d71-9ef1-42a1-a8b8-7eb13ff95f4b","[""Adjudication s"",""Awards"",""claims"",""Petitions"",""statistics"",""Vaccine Injury"",""Vaccine Injury Compensation"",""Vaccine s"",""VICP""]","[""000:00""]","[""en""]","[""009:000""]",
,,,"2016-04-05","Department of Health & Human Services",,"National Violent Death Reporting System (NVDRS)",,"org:Organization",,,,,"dcat:Dataset",,,"The National Violent Death Reporting System (NVDRS) provides states and communities with a clearer understanding of violent deaths to guide local decisions about efforts to prevent violence and helps them track progress over time.

To stop violent deaths, we must first understand all the facts. Created in 2002, the NVDRS is a surveillance system that pulls together data on violent deaths in 18 states (see map below), including information about homicides, such as homicides perpetrated by a intimate partner (e.g., boyfriend, girlfriend, wife, husband), child maltreatment (or child abuse) fatalities, suicides, deaths where individuals are killed by law enforcement in the line of duty, unintentional firearm injury deaths, and deaths of undetermined intent.

These data are supported by WISQARS, an interactive query system that provides data on injury deaths, violent deaths, and nonfatal injuries.
","nvrds@cdc.gov","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-nvrds@cdc.gov",,,,,,"a4b95d02-096c-47a6-9334-9e0088322ece","[""community health"",""injury deaths"",""nonfatal injuries"",""sexual assault"",""violent deaths"",""ypll""]","[""009:20""]","[""en""]","[""009:000""]",
,,,"2016-07-06","Department of Health & Human Services",,"National Vital Statistics System (NVSS) Mortality data",,"org:Organization",,,,,"dcat:Dataset",,,"2001 to 2013.  NVSS is a secure, web-based data management system that collects and disseminates the Nation's official vital statistics. Data for this dataset has been computed by personnel in CDC's Division for Heart Disease and Stroke Prevention (DHDSP).  This dataset is one of the datasets provided by National Cardiovascular Disease Surveillance System. The system is designed to integrate multiple indicators from many data sources to provide a comprehensive picture of the public health burden of CVDs and associated risk factors in the United States. The data are organized by location (national, state, region, and selected sites) and indicator; NVSS mortality data include CVDs (e.g., heart failure). The data can be viewed by temporal trends and stratified by age group, sex, and race/ethnicity.
","CDC INFO","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-cdcinfo@cdc.gov",,,,,,"https://data.cdc.gov/api/views/kztq-p2jf","[""cardiovascular disease"",""coronary heart disease"",""diseases of the heart"",""mortality"",""stroke""]","[""009:20""]","[""en""]","[""009:029""]",
,,,"2016-07-06","Department of Health & Human Services",,"National Vital Statistics System (NVSS) Mortality data",,"org:Organization",,,,,"dcat:Dataset",,,"2001 to 2013.  NVSS is a secure, web-based data management system that collects and disseminates the Nation's official vital statistics. Data for this dataset has been computed by personnel in CDC's Division for Heart Disease and Stroke Prevention (DHDSP).  This dataset is one of the datasets provided by National Cardiovascular Disease Surveillance System. The system is designed to integrate multiple indicators from many data sources to provide a comprehensive picture of the public health burden of CVDs and associated risk factors in the United States. The data are organized by location (national, state, region, and selected sites) and indicator; NVSS mortality data include CVDs (e.g., heart failure). The data can be viewed by temporal trends and stratified by age group, sex, and race/ethnicity.
","CDC INFO","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-cdcinfo@cdc.gov",,,,,,"https://chronicdata.cdc.gov/api/views/kztq-p2jf","[""cardiovascular disease"",""coronary heart disease"",""diseases of the heart"",""mortality"",""stroke""]","[""009:20""]","[""en""]","[""009:029""]",
,,,"2016-07-08","Department of Health & Human Services",,"NCHS - Age-adjusted death rates and life-expectancy at birth, (All Races, Both Sexes): United States, 1900-2013",,"org:Organization",,,,,"dcat:Dataset",,,"Age-adjusted death rates (deaths per 100,000) are based on the 2000 U.S. standard population. Populations used for computing death rates for 2011â??2013 are postcensal estimates based on the 2010 census, estimated as of July 1, 2010. Rates for census years are based on populations enumerated in the corresponding censuses. Rates for noncensus years before 2010 are revised using updated intercensal population estimates and may differ from rates previously published.

http://blogs.cdc.gov/nchs-data-visualization/deaths-in-the-us/http://blogs.cdc.gov/nchs-data-visualization/deaths-in-the-us/
","National Center for Health Statistics","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-hku4@cdc.gov",,,,,,"https://data.cdc.gov/api/views/w9j2-ggv5","[""birth"",""death rates"",""life expectancy"",""nchs"",""united states""]","[""009:20""]","[""en""]","[""009:000""]",
,,,"2016-06-22","Department of Health & Human Services",,"NCHS - Age-adjusted Death Rates for Selected Major Causes of Death: United States, 1900-2013",,"org:Organization",,,,,"dcat:Dataset",,,"Revisions to the International Classification of Diseases (ICD) over time may result in discontinuities in cause-of-death trends. 
http://blogs.cdc.gov/nchs-data-visualization/deaths-in-the-us/http://blogs.cdc.gov/nchs-data-visualization/deaths-in-the-us/
","National Center for Health Statistics","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-hku4@cdc.gov",,,,,,"https://data.cdc.gov/api/views/6rkc-nb2q","[""age-adjusted death rate"",""cause of death"",""nchs"",""united states""]","[""009:20""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"NCHS - Age-adjusted Death Rates for the Top 10 Leading Causes of Death: United States, 2013",,"org:Organization",,,,,"dcat:Dataset",,,"Age-adjusted death rates for the top 10 leading causes of death in the United States, including mortality patterns from 1999 through 2013, and by state of residence for selected year and cause of death.
http://blogs.cdc.gov/nchs-data-visualization/leading-causes-of-death/http://blogs.cdc.gov/nchs-data-visualization/leading-causes-of-death/
","National Center for Health Statistics","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-hku4@cdc.gov",,,,,,"https://data.cdc.gov/api/views/bi63-dtpu","[""leading causes of death"",""mortality"",""nchs"",""state"",""united states""]","[""009:20""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"NCHS - Birth Rates for Women Aged 15-17, 17-18, and 15-19: United States, 1960-2013",,"org:Organization",,,,,"dcat:Dataset",,,"http://blogs.cdc.gov/nchs-data-visualization/us-natality-trends/http://blogs.cdc.gov/nchs-data-visualization/us-natality-trends/
","National Center for Health Statistics","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-hku4@cdc.gov",,,,,,"https://data.cdc.gov/api/views/rg8a-czmp","[""birth rate"",""nchs"",""united states"",""women""]","[""009:20""]","[""en""]","[""009:000""]",
,,,"2016-07-22","Department of Health & Human Services",,"NCHS - Birth Rates, by Age and Race and Hispanic Origin: United States, 1989-2013",,"org:Organization",,,,,"dcat:Dataset",,,"http://blogs.cdc.gov/nchs-data-visualization/us-natality-trends/http://blogs.cdc.gov/nchs-data-visualization/us-natality-trends/
","National Center for Health Statistics","org:Organization",,,,"vcard-Contact",,"public",,"http://opendefinition.org/licenses/odc-odbl/",,,"Centers for Disease Control and Prevention",,"mailto-hku4@cdc.gov",,,,,,"https://data.cdc.gov/api/views/e8kx-wbww","[""age"",""birth rate"",""nchs"",""race"",""united states""]","[""009:20""]","[""en""]","[""009:000""]",
